Company/Candidate Name,Role,Skill,Sub-skill,Count
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Business,supply chain,1
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Soft_Skills,presentation,2
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Soft_Skills,leadership,1
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Soft_Skills,english,1
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Soft_Skills,communication,1
XPROFILE - Integrated Human Resources Solutions,OPERATIONAL FINANCE ANALYST,Soft_Skills,time management,1
Omnicom Media Group,(Senior) Digital Planner,Business,digital,13
Omnicom Media Group,(Senior) Digital Planner,Business,strategies,1
Omnicom Media Group,(Senior) Digital Planner,WebD,client,1
Omnicom Media Group,(Senior) Digital Planner,Soft_Skills,action oriented,1
Omnicom Media Group,(Senior) Digital Planner,Business,ms office,1
Omnicom Media Group,(Senior) Digital Planner,Soft_Skills,english,2
Omnicom Media Group,(Senior) Digital Planner,Soft_Skills,vietnamese,1
Omnicom Media Group,(Senior) Digital Planner,Business,marketing,1
Omnicom Media Group,(Senior) Digital Planner,Business,google analytics,1
Omnicom Media Group,(Senior) Digital Planner,Soft_Skills,communication,1
Omnicom Media Group,(Senior) Digital Planner,Soft_Skills,presentation,1
Publicis Groupe Vietnam,Senior Digital Planner,Analytics,optimization,2
Publicis Groupe Vietnam,Senior Digital Planner,WebD,client,1
Publicis Groupe Vietnam,Senior Digital Planner,Business,strategic thinking,1
Publicis Groupe Vietnam,Senior Digital Planner,Business,strategies,1
Publicis Groupe Vietnam,Senior Digital Planner,Business,digital,3
Publicis Groupe Vietnam,Senior Digital Planner,DevOps,adwords,1
Publicis Groupe Vietnam,Senior Digital Planner,Soft_Skills,organized,1
Publicis Groupe Vietnam,Senior Digital Planner,Business,google analytics,1
Publicis Groupe Vietnam,Senior Digital Planner,Soft_Skills,english,1
Publicis Groupe Vietnam,Senior Digital Planner,Soft_Skills,presentation,1
Shopee,Merchant Operations - ShopeeFood,Marketing,market research,1
Shopee,Merchant Operations - ShopeeFood,Business,strategies,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,critical thinking,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,communication,2
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,presentation,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,interpersonal skills,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,communication skills,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,english,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,flexible,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,time management,1
Shopee,Merchant Operations - ShopeeFood,Soft_Skills,organizational,1
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",WebD,client,6
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",Business,marketing,1
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",Soft_Skills,organizational,2
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",Business,business plan,1
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",Soft_Skills,english,1
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",Business,direct sales,1
Techcombank (TCB),"Senior Expert, Private Client Relationship Management",Business,sales management,1
Omnicom Media Group,Senior Planning Manager,Soft_Skills,communication,4
Omnicom Media Group,Senior Planning Manager,WebD,client,3
Omnicom Media Group,Senior Planning Manager,Business,digital,1
Omnicom Media Group,Senior Planning Manager,Soft_Skills,communication skills,1
Omnicom Media Group,Senior Planning Manager,Business,analytical skills,1
GFT Technologies,Solution Architect,Soft_Skills,problem solving,1
GFT Technologies,Solution Architect,Coding,java,2
GFT Technologies,Solution Architect,Soft_Skills,leadership,1
GFT Technologies,Solution Architect,Soft_Skills,english,2
MoMo (M_Service),"Product Manager, Product Platform",Business,marketing,4
MoMo (M_Service),"Product Manager, Product Platform",Prod_mgmt.,user research,1
MoMo (M_Service),"Product Manager, Product Platform",Coding,go,1
MoMo (M_Service),"Product Manager, Product Platform",Analytics,data driven,2
MoMo (M_Service),"Product Manager, Product Platform",Soft_Skills,leadership,1
MoMo (M_Service),"Product Manager, Product Platform",Business,advertising,1
MoMo (M_Service),"Product Manager, Product Platform",Soft_Skills,problem solving,2
MoMo (M_Service),"Product Manager, Product Platform",Business,strategies,1
MoMo (M_Service),"Product Manager, Product Platform",Soft_Skills,communication,1
MoMo (M_Service),"Product Manager, Product Platform",Soft_Skills,communication skills,1
Chợ Tốt,SEO Specialist,Soft_Skills,vietnamese,2
Chợ Tốt,SEO Specialist,Coding,c,1
Chợ Tốt,SEO Specialist,Marketing,seo,7
Chợ Tốt,SEO Specialist,Business,marketing,2
Chợ Tốt,SEO Specialist,Soft_Skills,ownership,1
Chợ Tốt,SEO Specialist,Business,strategies,1
Chợ Tốt,SEO Specialist,Analytics,web analytics,1
Chợ Tốt,SEO Specialist,Soft_Skills,dashboards,1
Chợ Tốt,SEO Specialist,Soft_Skills,team management,1
Chợ Tốt,SEO Specialist,Business,ms excel,1
Chợ Tốt,SEO Specialist,Analytics,excel,1
Chợ Tốt,SEO Specialist,Business,google analytics,1
Chợ Tốt,SEO Specialist,Soft_Skills,english,2
Chợ Tốt,SEO Specialist,DevOps,adwords,1
Astek,Java Technical Lead,Coding,java,2
Astek,Java Technical Lead,Business,digital,1
Astek,Java Technical Lead,DevOps,software development,1
Astek,Java Technical Lead,Soft_Skills,team work,1
Astek,Java Technical Lead,DevOps,aws,1
Astek,Java Technical Lead,Soft_Skills,english,1
Astek,Java Technical Lead,WebD,http,1
Astek,Java Technical Lead,WebD,json,1
Astek,Java Technical Lead,Soft_Skills,communication,2
Astek,Java Technical Lead,Soft_Skills,team management,1
Astek,Java Technical Lead,Soft_Skills,vietnamese,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,project management,3
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,strategic planning,1
Hakuhodo in Vietnam,Senior Social Media Specialist,WebD,client,4
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,creative,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Business,strategies,2
Hakuhodo in Vietnam,Senior Social Media Specialist,Business,advertising,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,social media platforms,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,communication,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,communication skills,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,english,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,vietnamese,2
Hakuhodo in Vietnam,Senior Social Media Specialist,DevOps,powerpoint,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Analytics,excel,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,presentation,1
Hakuhodo in Vietnam,Senior Social Media Specialist,Soft_Skills,critical thinking,1
Techcombank (TCB),"Senior Expert, Learning Partner",Soft_Skills,leadership,1
Techcombank (TCB),"Senior Expert, Learning Partner",Business,business strategy,1
Techcombank (TCB),"Senior Expert, Learning Partner",Soft_Skills,english,1
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Coding,go,1
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Soft_Skills,creative,2
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Business,digital,1
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Business,advertising,4
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Business,marketing,2
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Soft_Skills,documentation,2
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Soft_Skills,organized,1
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Soft_Skills,communication,1
Publicis Groupe Vietnam,Leo Burnett | Senior Account Executive,Soft_Skills,english,1
Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,Soft_Skills,documentation,2
Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,DevOps,software development,2
Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,DevOps,powerbi,1
Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,Coding,c,1
Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,Coding,sql,1
Yokogawa Votiva Solutions,Microsoft Dynamics 365 F&O Technical Consultant,DevOps,azure,1
Chợ Tốt,Account Manager (Goods),Business,business plan,2
Chợ Tốt,Account Manager (Goods),Business,business development,1
Chợ Tốt,Account Manager (Goods),Soft_Skills,negotiation skills,1
Chợ Tốt,Account Manager (Goods),Soft_Skills,communication,1
Chợ Tốt,Account Manager (Goods),Business,marketing,1
GFT Technologies,Engineering Manager,Business,strategies,2
GFT Technologies,Engineering Manager,Soft_Skills,organizational,2
GFT Technologies,Engineering Manager,Coding,java,2
GFT Technologies,Engineering Manager,Coding,sql,2
GFT Technologies,Engineering Manager,WebD,api,1
GFT Technologies,Engineering Manager,Soft_Skills,team building,1
RMIT University,Accounting Teacher,Soft_Skills,english,2
RMIT University,Accounting Teacher,Soft_Skills,communication,2
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Marketing,atl,1
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Business,digital,1
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Soft_Skills,creative,2
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Business,marketing,5
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Business,advertising,6
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Soft_Skills,documentation,1
Publicis Groupe Vietnam,Publicis | Senior Account Executive,Soft_Skills,english,1
KHUMSUB,Export Sales,Soft_Skills,problem solving,1
KHUMSUB,Export Sales,Soft_Skills,english,1
KHUMSUB,Export Sales,Soft_Skills,vietnamese,1
Omnicom Media Group,Business Unit Director,WebD,client,8
Omnicom Media Group,Business Unit Director,Business,strategies,1
Omnicom Media Group,Business Unit Director,Soft_Skills,english,1
Omnicom Media Group,Business Unit Director,Soft_Skills,strategic planning,1
Omnicom Media Group,Business Unit Director,Soft_Skills,communication,1
Omnicom Media Group,Business Unit Director,Soft_Skills,presentation,1
Omnicom Media Group,Business Unit Director,Soft_Skills,creative,1
Omnicom Media Group,Business Unit Director,Soft_Skills,leadership,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Business,strategies,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Business,supply chain,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Business,business development,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Soft_Skills,communication,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Soft_Skills,presentation,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Soft_Skills,negotiation skills,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Soft_Skills,organizational,1
Shopee,Senior Business Development Lead - SPX Express (HCM/HN),Soft_Skills,leadership,1
Techcombank (TCB),"Senior Manager, Solution Architecture",Business,business development,1
Techcombank (TCB),"Senior Manager, Solution Architecture",Soft_Skills,project management,1
Techcombank (TCB),"Senior Manager, Solution Architecture",Soft_Skills,performance management,1
Techcombank (TCB),"Senior Manager, Solution Architecture",DevOps,software development,2
Techcombank (TCB),"Senior Manager, Solution Architecture",Coding,java,1
Techcombank (TCB),"Senior Manager, Solution Architecture",ML/AI,iot,1
Techcombank (TCB),"Senior Manager, Solution Architecture",Business,strategies,1
Techcombank (TCB),"Senior Manager, Solution Architecture",Business,digital,1
Techcombank (TCB),"Senior Manager, Solution Architecture",Soft_Skills,english,1
Dentons LuatViet,Legal Associate,Soft_Skills,vietnamese,2
Dentons LuatViet,Legal Associate,WebD,client,1
Dentons LuatViet,Legal Associate,Business,strategies,1
Dentons LuatViet,Legal Associate,Soft_Skills,problem solving,1
Dentons LuatViet,Legal Associate,Soft_Skills,communication,1
Dentons LuatViet,Legal Associate,Soft_Skills,communication skills,1
Dentons LuatViet,Legal Associate,Soft_Skills,english,2
Dentons LuatViet,Legal Associate,Analytics,excel,1
MFast,Senior Credit Risk Policy & Portfolio,Business,analytical skills,1
MFast,Senior Credit Risk Policy & Portfolio,Analytics,data analysis,1
MFast,Senior Credit Risk Policy & Portfolio,Soft_Skills,team building,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,team work,1
NAB Innovation Centre Vietnam,Lead Web Producer,Business,digital,8
NAB Innovation Centre Vietnam,Lead Web Producer,Coding,go,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,team management,2
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,customer focused,1
NAB Innovation Centre Vietnam,Lead Web Producer,Prod_mgmt.,customer focused,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,flexible,2
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,stakeholder management,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,project management,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,problem solving,1
NAB Innovation Centre Vietnam,Lead Web Producer,Analytics,data driven,1
NAB Innovation Centre Vietnam,Lead Web Producer,Analytics,optimization,1
NAB Innovation Centre Vietnam,Lead Web Producer,Marketing,seo,1
NAB Innovation Centre Vietnam,Lead Web Producer,WebD,html,1
NAB Innovation Centre Vietnam,Lead Web Producer,WebD,css,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,ownership,1
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,leadership,3
NAB Innovation Centre Vietnam,Lead Web Producer,Soft_Skills,english,1
SoftwareOne,Senior Cloud Services Consultant (L3 Consultant),Soft_Skills,organizational,1
SoftwareOne,Senior Cloud Services Consultant (L3 Consultant),Business,strategies,1
SoftwareOne,Senior Cloud Services Consultant (L3 Consultant),DevOps,azure,9
SoftwareOne,Senior Cloud Services Consultant (L3 Consultant),Security_Network,network security,1
SoftwareOne,Senior Cloud Services Consultant (L3 Consultant),Soft_Skills,leadership,2
